transition_proba,skip,n_functions,n_cores,run,total_work,max_endtime,latency,hit_ratio
0.5,50,5,16,5,6531,818894,98069.5999999998,98.67
0.5,50,5,16,6,6557,820036,50674.63999999998,98.905
0.5,50,5,16,7,6500,819240,35210.580000000235,98.305
0.5,50,5,16,8,6552,819248,53753.27999999985,99.045
0.5,50,5,16,9,6573,819814,122227.27999999994,99.18
0.5,50,5,32,0,6581,818742,127459.5999999998,99.255
0.5,50,5,32,1,6533,819376,60055.92000000003,98.95
0.5,50,5,32,2,6578,819804,99641.61999999986,99.515
0.5,50,5,32,3,6577,818290,61136.239999999976,99.54
0.5,50,5,32,4,6550,819284,86125.2600000001,98.885
0.5,50,5,32,5,6596,820346,106097.30000000028,99.32
0.5,50,5,32,6,6537,819184,43553.76000000017,99.345
0.5,50,5,32,7,6444,820226,43583.11999999994,97.535
0.5,50,5,32,8,6608,820272,80705.76000000013,99.75
0.5,50,5,32,9,6512,819582,68109.36000000002,98.52
0.5,100,3,4,0,6556,818424,86770.59999999992,99.025
0.5,100,3,4,1,6536,818036,69389.89999999988,98.945
0.5,100,3,4,2,6556,818538,66679.69999999992,99.535
0.5,100,3,4,3,6552,817558,65326.23999999996,99.715
0.5,100,3,4,4,6583,818674,98210.64000000057,99.28
0.5,100,3,4,5,6590,818278,131064.03999999784,99.76
0.5,100,3,4,6,6521,819204,45609.60000000003,99.42
0.5,100,3,4,7,6531,818260,95416.19999999991,99.675
0.5,100,3,4,8,6525,819792,46844.16000000019,98.625
0.5,100,3,4,9,6565,818052,58873.67999999992,99.395
0.5,100,3,8,0,6504,819828,54847.44000000009,98.615
0.5,100,3,8,1,6598,819476,99718.89999999985,99.34
0.5,100,3,8,2,6560,817970,64003.779999999904,99.535
0.5,100,3,8,3,6591,819122,66696.00000000276,99.48
0.5,100,3,8,4,6545,818744,94769.919999999,98.59
0.5,100,3,8,5,6547,819864,92443.47999999984,98.755
0.5,100,3,8,6,6602,818792,154153.27999999985,99.52
0.5,100,3,8,7,6618,818100,103055.93999999993,99.495
0.5,100,3,8,8,6547,819768,88599.68,98.75
0.5,100,3,8,9,6534,819184,71087.6400000002,98.925
0.5,100,3,16,0,6553,819816,66064.63999999997,99.185
0.5,100,3,16,1,6533,818630,81010.32,99.235
0.5,100,3,16,2,6524,817268,41111.83999999972,99.32
0.5,100,3,16,3,6540,818876,77887.39999999943,98.83
0.5,100,3,16,4,6594,818634,147856.57999999996,99.4
0.5,100,3,16,5,6566,818272,67347.7000000001,99.02
0.5,100,3,16,6,6563,818890,122983.44000000026,98.87
0.5,100,3,16,7,6546,820108,54282.50000000006,99.015
0.5,100,3,16,8,6606,820324,144522.3,99.335
0.5,100,3,16,9,6537,818262,51417.680000000415,99.015
0.5,100,3,32,0,6599,819824,103010.1599999989,99.61
0.5,100,3,32,1,6563,819732,57365.640000000014,99.29
0.5,100,3,32,2,6565,819188,83687.83999999898,99.195
0.5,100,3,32,3,6616,819038,136011.10000000073,99.41
0.5,100,3,32,4,6490,820266,43083.57999999968,97.865
0.5,100,3,32,5,6534,820212,47408.10000000002,99.185
0.5,100,3,32,6,6576,819932,91927.0,99.445
0.5,100,3,32,7,6578,819822,41807.05999999999,99.53
0.5,100,3,32,8,6588,818832,93546.80000000005,99.73
0.5,100,3,32,9,6529,819162,61998.96000000011,98.385
0.5,100,4,4,0,6596,820286,119179.10000000139,99.6
0.5,100,4,4,1,6553,819722,57744.47999999953,99.44
0.5,100,4,4,2,6558,819346,64782.380000000194,99.64
0.5,100,4,4,3,6551,819158,54826.0,99.045
0.5,100,4,4,4,6580,819974,133330.46000000002,99.12
0.5,100,4,4,5,6594,819148,88767.95999999801,99.24
0.5,100,4,4,6,6533,820544,94706.08000000015,99.005
0.5,100,4,4,7,6545,818788,43643.759999999675,99.365
0.5,100,4,4,8,6569,819460,54117.67999999896,99.24
0.5,100,4,4,9,6517,818972,58285.84000000034,98.57
0.5,100,4,8,0,6604,818700,94642.80000000061,99.9
0.5,100,4,8,1,6589,818474,173987.5199999997,99.135
0.5,100,4,8,2,6604,819396,118143.7000000002,99.395
0.5,100,4,8,3,6580,818414,62104.04000000012,99.39
0.5,100,4,8,4,6622,818604,76711.37999999999,99.69
0.5,100,4,8,5,6607,818964,199898.87999999878,99.275
0.5,100,4,8,6,6600,819340,130368.7200000005,99.825
0.5,100,4,8,7,6514,820064,83649.19999999995,98.58
0.5,100,4,8,8,6505,819062,62959.68000000003,98.39
0.5,100,4,8,9,6585,819098,126454.95999999873,99.755
0.5,100,4,16,0,6528,819094,114434.79999999984,98.39
0.5,100,4,16,1,6562,818698,66481.52000000025,98.915
0.5,100,4,16,2,6555,819882,176849.96000000002,99.21
0.5,100,4,16,3,6561,819978,56935.19999999968,99.91
0.5,100,4,16,4,6535,819018,96398.59999999931,98.63
0.5,100,4,16,5,6570,819240,102832.65999999935,99.665
0.5,100,4,16,6,6608,819086,52996.4800000001,99.87
0.5,100,4,16,7,6565,819356,76760.71999999962,99.13
0.5,100,4,16,8,6593,818754,56478.47999999998,99.835
0.5,100,4,16,9,6549,819572,68741.43999999999,98.67
0.5,100,4,32,0,6533,818728,32819.200000000026,99.005
0.5,100,4,32,1,6566,818844,107520.8000000002,99.44
0.5,100,4,32,2,6536,819474,105999.89999999988,98.64
0.5,100,4,32,3,6593,818126,92613.03999999994,99.65
0.5,100,4,32,4,6587,818370,102307.12000000177,99.695
0.5,100,4,32,5,6569,819032,95302.55999999981,98.915
0.5,100,4,32,6,6515,819274,49791.75999999963,98.88
0.5,100,4,32,7,6532,820180,57542.439999998925,98.445
0.5,100,4,32,8,6554,818794,57930.12000000005,98.785
0.5,100,4,32,9,6550,817852,46150.76000000006,99.42
0.5,100,5,4,0,6588,818914,95930.86000000016,99.855
0.5,100,5,4,1,6557,818306,108155.59999999945,99.36
0.5,100,5,4,2,6601,818786,106134.0,99.72
0.5,100,5,4,3,6572,818992,104613.59999999995,99.34
0.5,100,5,4,4,6547,818480,79255.83999999992,99.325
0.5,100,5,4,5,6524,819930,87286.41999999993,98.61
0.5,100,5,4,6,6536,819556,80201.89999999978,98.74
0.5,100,5,4,7,6570,819284,82231.89999999924,99.155
0.5,100,5,4,8,6508,820860,34150.16000000009,98.695
0.5,100,5,4,9,6602,819668,85330.77999999962,99.75
0.5,100,5,8,0,6593,819912,120566.7999999999,99.86
0.5,100,5,8,1,6531,819180,43193.999999999985,99.535
0.5,100,5,8,2,6605,819416,130704.32,99.785
0.5,100,5,8,3,6544,819086,53014.51999999999,99.535
0.5,100,5,8,4,6558,818844,56506.78000000016,99.285
0.5,100,5,8,5,6556,820388,72263.69999999994,99.01
0.5,100,5,8,6,6525,820592,60986.640000000014,98.73
0.5,100,5,8,7,6575,819420,90955.40000000052,99.34
0.5,100,5,8,8,6586,818836,110561.59999999889,99.45
0.5,100,5,8,9,6548,819498,73560.15999999993,99.19
0.5,100,5,16,0,6571,818764,112359.8000000001,99.095
0.5,100,5,16,1,6564,819630,58706.919999999984,99.1
0.5,100,5,16,2,6602,819026,125038.35999999984,99.58
0.5,100,5,16,3,6606,819506,116765.59999999966,99.495
0.5,100,5,16,4,6553,819622,75264.39999999941,99.0
0.5,100,5,16,5,6599,819308,168586.7599999996,99.41
0.5,100,5,16,6,6589,818994,120990.07999999987,99.36
0.5,100,5,16,7,6550,820044,58782.34000000011,99.46
0.5,100,5,16,8,6512,820372,95337.92000000011,98.555
0.5,100,5,16,9,6572,818740,75542.79999999999,99.465
0.5,100,5,32,0,6561,818238,63632.39999999978,99.175
0.5,100,5,32,1,6575,818884,79445.0000000002,99.32
0.5,100,5,32,2,6578,818222,104027.97999999912,99.15
0.5,100,5,32,3,6557,819768,64883.1199999999,99.22
0.5,100,5,32,4,6515,820044,54940.15999999988,98.225
0.5,100,5,32,5,6589,819112,64439.75999999989,99.57
0.5,100,5,32,6,6565,819322,84709.3599999999,99.035
0.5,100,5,32,7,6540,819014,87299.37999999979,98.975
0.5,100,5,32,8,6575,819564,120035.60000000008,99.21
0.5,100,5,32,9,6508,818574,76632.52000000016,98.63
0.7,0,3,4,0,6588,817130,141980.92000000004,99.2
0.7,0,3,4,1,6541,820094,68981.2000000004,98.795
0.7,0,3,4,2,6572,818944,51599.65999999995,99.24
0.7,0,3,4,3,6633,818814,118137.92000000003,99.805
0.7,0,3,4,4,6587,817770,79435.28000000017,99.29
0.7,0,3,4,5,6592,819066,129837.1200000007,99.485
0.7,0,3,4,6,6529,818520,51975.84000000017,98.645
0.7,0,3,4,7,6523,818556,56495.999999999265,99.11
0.7,0,3,4,8,6547,819380,78935.43999999997,99.15
0.7,0,3,4,9,6564,820306,67154.81999999996,99.135
0.7,0,3,8,0,6424,821172,44524.07999999996,97.44
0.7,0,3,8,1,6579,819970,112948.40000000049,99.57
0.7,0,3,8,2,6521,820528,85610.00000000023,98.555
0.7,0,3,8,3,6461,819652,51735.59999999995,97.56
0.7,0,3,8,4,6550,819228,182839.72000000012,99.105
0.7,0,3,8,5,6578,818804,63543.49999999963,99.285
0.7,0,3,8,6,6549,819678,62225.27999999933,98.89
0.7,0,3,8,7,6533,818424,62125.520000000135,99.285
0.7,0,3,8,8,6542,818362,64025.860000000066,99.155
0.7,0,3,8,9,6558,819282,58798.340000000244,99.005
0.7,0,3,16,0,6599,820046,90696.39999999914,99.52
0.7,0,3,16,1,6566,817548,80909.10000000012,99.585
0.7,0,3,16,2,6559,817700,57618.64000000004,98.935
0.7,0,3,16,3,6563,819760,68159.84000000074,99.55
0.7,0,3,16,4,6551,819966,88538.0,98.69
0.7,0,3,16,5,6566,817688,105591.20000000086,99.17
0.7,0,3,16,6,6612,819474,74216.72000000007,99.96
0.7,0,3,16,7,6591,819122,94638.40000000055,99.62
0.7,0,3,16,8,6591,819620,55246.00000000041,99.475
0.7,0,3,16,9,6528,818696,54045.97999999986,98.675
0.7,0,3,32,0,6542,820284,65299.96000000015,98.63
0.7,0,3,32,1,6590,819076,111775.31999999986,99.32
0.7,0,3,32,2,6527,819336,54708.91999999981,98.445
0.7,0,3,32,3,6573,820432,84450.3199999999,98.995
0.7,0,3,32,4,6554,820062,61647.940000000075,98.865
0.7,0,3,32,5,6516,819028,47327.100000000006,98.62
0.7,0,3,32,6,6512,819776,77050.1400000001,98.71
0.7,0,3,32,7,6614,818308,155167.95999999956,99.66
0.7,0,3,32,8,6507,819186,56189.47999999895,98.385
0.7,0,3,32,9,6573,819918,46277.839999999684,99.075
0.7,0,4,4,0,6460,819416,53552.259999999886,97.685
0.7,0,4,4,1,6478,819690,36937.0599999999,98.02
0.7,0,4,4,2,6522,819864,104559.59999999971,98.64
0.7,0,4,4,3,6528,818864,84154.3399999997,98.645
0.7,0,4,4,4,6569,819004,62442.319999999876,99.385
0.7,0,4,4,5,6595,819432,97127.27999999873,99.41
0.7,0,4,4,6,6544,819646,63354.71999999997,99.0
0.7,0,4,4,7,6580,818192,87726.54000000002,99.29
0.7,0,4,4,8,6535,818728,58774.63999999984,99.005
0.7,0,4,4,9,6544,819234,72480.57999999977,98.895
0.7,0,4,8,0,6582,819004,42363.559999999714,99.435
0.7,0,4,8,1,6537,819856,59569.5200000003,99.405
0.7,0,4,8,2,6574,820412,115109.85999999984,98.88
0.7,0,4,8,3,6488,816324,48235.84000000004,98.755
0.7,0,4,8,4,6575,818234,166317.40000000005,99.29
0.7,0,4,8,5,6594,819460,69039.77999999958,99.48
0.7,0,4,8,6,6549,818622,44885.43999999968,99.16
0.7,0,4,8,7,6470,820050,35473.61999999985,98.235
0.7,0,4,8,8,6549,818932,112504.23999999985,98.96
0.7,0,4,8,9,6589,819986,99953.8399999998,99.255
0.7,0,4,16,0,6546,818160,78368.10000000024,98.515
0.7,0,4,16,1,6527,819176,42081.23999999993,98.7
0.7,0,4,16,2,6544,821570,82164.51999999941,98.95
0.7,0,4,16,3,6548,819816,82889.71999999843,99.55
0.7,0,4,16,4,6541,817922,63153.600000000224,99.245
0.7,0,4,16,5,6515,819290,70946.3599999982,98.67
0.7,0,4,16,6,6555,819114,54686.96000000008,99.335
0.7,0,4,16,7,6528,820000,59158.79999999984,99.06
0.7,0,4,16,8,6600,818478,162288.98000000024,99.64
0.7,0,4,16,9,6536,819262,42303.99999999994,99.405
0.7,0,4,32,0,6589,819248,99540.71999999991,99.39
0.7,0,4,32,1,6582,819142,82161.21999999999,99.55
0.7,0,4,32,2,6598,817550,83730.89999999969,99.705
0.7,0,4,32,3,6515,819312,55995.59999999988,98.67
0.7,0,4,32,4,6540,819122,84011.91999999952,99.05
0.7,0,4,32,5,6539,820276,64240.599999999984,98.875
0.7,0,4,32,6,6594,819346,105407.97999999973,99.205
0.7,0,4,32,7,6586,819118,130542.8999999998,99.72
0.7,0,4,32,8,6535,819692,59462.95999999979,99.075
0.7,0,4,32,9,6558,819954,58075.94000000034,99.205
0.7,0,5,4,0,6550,818716,79714.10000000033,99.1
0.7,0,5,4,1,6565,819050,79179.27999999994,99.54
0.7,0,5,4,2,6590,819680,82078.85999999986,99.42
0.7,0,5,4,3,6494,820350,42597.27999999991,98.105
0.7,0,5,4,4,6536,819194,82449.39999999976,99.13
0.7,0,5,4,5,6556,819822,70479.99999999987,98.805
0.7,0,5,4,6,6578,819306,66752.23999999987,99.45
0.7,0,5,4,7,6537,818528,51615.12000000043,99.235
0.7,0,5,4,8,6579,820656,90554.8000000003,99.265
0.7,0,5,4,9,6584,818044,97269.10000000006,99.29
0.7,0,5,8,0,6545,820224,85465.19999999998,98.865
0.7,0,5,8,1,6533,818622,78603.20000000017,98.645
0.7,0,5,8,2,6529,817814,70888.24000000014,99.46
0.7,0,5,8,3,6601,819000,127578.0,99.54
0.7,0,5,8,4,6586,819714,106269.79999999976,99.245
0.7,0,5,8,5,6593,820178,80219.35999999999,99.455
0.7,0,5,8,6,6525,818678,50482.88000000005,98.245
0.7,0,5,8,7,6574,819692,75060.61999999976,99.39
0.7,0,5,8,8,6561,817894,75717.19999999997,99.525
0.7,0,5,8,9,6581,819668,93860.79999999999,99.605
0.7,0,5,16,0,6485,819568,61110.239999999954,98.665
0.7,0,5,16,1,6586,819614,118957.1999999999,99.45
0.7,0,5,16,2,6599,818230,103390.35999999961,99.745
0.7,0,5,16,3,6528,818584,57692.1399999996,98.79
0.7,0,5,16,4,6514,819898,61627.67999999982,98.175
0.7,0,5,16,5,6560,820076,97697.37999999989,98.87
0.7,0,5,16,6,6589,818714,82198.39999999975,99.72
0.7,0,5,16,7,6502,819650,100189.89999999995,98.46
0.7,0,5,16,8,6560,818952,50388.159999999974,99.58
0.7,0,5,16,9,6538,819022,62791.38000000006,98.595
0.7,0,5,32,0,6523,818880,87154.39999999994,98.405
0.7,0,5,32,1,6593,818542,85010.79999999997,99.395
0.7,0,5,32,2,6565,818638,66268.31999999961,99.075
0.7,0,5,32,3,6601,819320,153780.0,99.395
0.7,0,5,32,4,6585,819210,52814.719999999965,99.135
0.7,0,5,32,5,6606,818968,86388.2999999998,99.44
0.7,0,5,32,6,6503,819772,53243.27999999985,98.665
0.7,0,5,32,7,6484,819238,39258.10000000002,98.71
0.7,0,5,32,8,6555,820404,60590.72000000001,99.02
0.7,0,5,32,9,6582,818916,77873.39999999989,99.61
0.7,1,3,4,0,6509,818690,41476.80000000001,98.49
0.7,1,3,4,1,6522,820632,55203.69999999997,98.7
0.7,1,3,4,2,6542,819098,58466.080000000045,98.745
0.7,1,3,4,3,6591,818738,66179.80000000006,99.31
0.7,1,3,4,4,6556,819624,72952.79999999993,99.46
0.7,1,3,4,5,6565,818102,67335.59999999947,99.08
0.7,1,3,4,6,6587,818734,145064.40000000014,99.7
0.7,1,3,4,7,6538,819060,48830.640000000145,99.425
0.7,1,3,4,8,6533,818282,42683.2000000001,99.32
0.7,1,3,4,9,6560,818182,108683.69999999978,98.84
0.7,1,3,8,0,6600,818448,182049.60000000006,99.66
0.7,1,3,8,1,6567,820052,81010.64000000007,98.98
0.7,1,3,8,2,6605,819400,145999.04,99.535
0.7,1,3,8,3,6573,819844,77222.63999999978,99.655
0.7,1,3,8,4,6567,819470,102210.08000000007,99.32
0.7,1,3,8,5,6581,820540,144272.7999999998,99.295
0.7,1,3,8,6,6553,818368,59487.519999999335,98.96
0.7,1,3,8,7,6549,820116,97289.27999999799,99.245
0.7,1,3,8,8,6553,819538,108688.4,99.64
0.7,1,3,8,9,6578,819020,90987.37999999974,99.585
0.7,1,3,16,0,6536,818684,75881.69999999869,98.8
0.7,1,3,16,1,6556,816940,51691.69999999994,99.26
0.7,1,3,16,2,6541,820378,68270.00000000017,99.23
0.7,1,3,16,3,6527,819746,56946.759999999966,98.7
0.7,1,3,16,4,6573,819298,109682.31999999931,99.405
0.7,1,3,16,5,6523,818638,107075.27999999997,99.025
0.7,1,3,16,6,6536,818396,50333.6999999996,99.59
0.7,1,3,16,7,6576,818550,132186.0,99.355
0.7,1,3,16,8,6535,819484,44420.039999999986,98.67
0.7,1,3,16,9,6509,820116,36810.40000000001,98.355
0.7,1,3,32,0,6604,819562,100470.82000000049,99.78
0.7,1,3,32,1,6596,819728,151802.50000000047,99.635
0.7,1,3,32,2,6551,818846,99062.0,99.05
0.7,1,3,32,3,6499,817594,46202.43999999952,99.55
0.7,1,3,32,4,6543,818280,53057.279999999984,99.215
0.7,1,3,32,5,6479,818828,38470.40000000008,97.79
0.7,1,3,32,6,6483,819082,43436.280000000566,97.925
0.7,1,3,32,7,6559,820216,98882.08,98.82
0.7,1,3,32,8,6520,818130,46951.699999999604,98.375
0.7,1,3,32,9,6568,819832,75288.57999999997,99.245
0.7,1,4,4,0,6622,819100,151645.84,99.56
0.7,1,4,4,1,6544,819612,84232.81999999958,99.145
0.7,1,4,4,2,6536,818978,58607.49999999988,98.94
0.7,1,4,4,3,6503,818196,45445.99999999943,98.205
0.7,1,4,4,4,6485,818554,62560.39999999956,98.08
0.7,1,4,4,5,6580,819168,81011.68000000002,99.59
0.7,1,4,4,6,6599,819320,84573.43999999997,99.605
0.7,1,4,4,7,6508,819982,51727.12000000029,98.555
0.7,1,4,4,8,6516,819768,50094.500000000546,98.39
0.7,1,4,4,9,6590,819076,70015.97999999992,99.59
0.7,1,4,8,0,6519,818808,52639.199999999895,98.54
0.7,1,4,8,1,6585,818676,128626.79999999929,99.53
0.7,1,4,8,2,6524,820052,101036.23999999995,98.54
0.7,1,4,8,3,6542,818500,113543.94000000009,99.445
0.7,1,4,8,4,6561,819770,74121.19999999861,99.4
0.7,1,4,8,5,6528,819206,92838.91999999958,98.72
0.7,1,4,8,6,6508,820282,57941.460000000676,98.88
0.7,1,4,8,7,6564,819216,66551.11999999988,99.665
0.7,1,4,8,8,6549,818836,54583.03999999972,99.67
0.7,1,4,8,9,6610,819448,101912.81999999966,99.335
0.7,1,4,16,0,6470,820318,52369.01999999987,97.81
0.7,1,4,16,1,6551,818790,73350.0,98.865
0.7,1,4,16,2,6450,817804,35032.32000000005,98.44
0.7,1,4,16,3,6513,819098,31790.720000000012,98.855
0.7,1,4,16,4,6596,818754,97040.80000000003,99.885
0.7,1,4,16,5,6515,819304,69278.99999999996,98.815
0.7,1,4,16,6,6515,818654,168989.31999999992,98.52
0.7,1,4,16,7,6564,819892,115348.97999999995,98.755
0.7,1,4,16,8,6554,819944,91349.54000000158,99.39
0.7,1,4,16,9,6521,818704,74572.80000000009,98.92
0.7,1,4,32,0,6623,818552,102039.23999999969,99.565
0.7,1,4,32,1,6554,818558,107624.02000000015,98.855
0.7,1,4,32,2,6530,819390,64873.98000000003,98.435
0.7,1,4,32,3,6590,819960,135574.3399999999,99.14
0.7,1,4,32,4,6592,819824,86297.56000000004,99.495
0.7,1,4,32,5,6615,819212,79280.27999999966,99.625
0.7,1,4,32,6,6542,820976,69768.10000000047,98.695
0.7,1,4,32,7,6605,818694,86980.56000000003,99.415
0.7,1,4,32,8,6522,820220,81462.29999999994,98.58
0.7,1,4,32,9,6543,819696,54437.959999999934,99.04
0.7,1,5,4,0,6603,819080,89352.27999999971,99.385
0.7,1,5,4,1,6562,819344,113834.5000000007,99.155
0.7,1,5,4,2,6547,816870,71310.75999999998,99.61
0.7,1,5,4,3,6606,817956,126172.29999999977,99.42
0.7,1,5,4,4,6493,819594,44628.79999999996,98.105
0.7,1,5,4,5,6574,819794,107181.43999999977,99.1
0.7,1,5,4,6,6534,820184,72715.48000000007,98.4
0.7,1,5,4,7,6589,817928,84820.15999999995,99.555
0.7,1,5,4,8,6573,819860,72312.15999999986,99.24
0.7,1,5,4,9,6516,819086,62865.30000000002,99.155
0.7,1,5,8,0,6582,818820,60589.55999999963,99.34
0.7,1,5,8,1,6564,818656,64940.75999999998,99.575
0.7,1,5,8,2,6534,819696,111701.52000000002,98.575
0.7,1,5,8,3,6515,819144,44826.359999999855,98.525
0.7,1,5,8,4,6584,819212,89681.72000000023,99.885
0.7,1,5,8,5,6596,818134,96042.00000000004,99.27
0.7,1,5,8,6,6530,818732,46522.820000000014,99.365
0.7,1,5,8,7,6469,819410,34862.63999999991,98.655
0.7,1,5,8,8,6487,820676,40480.640000000116,98.075
0.7,1,5,8,9,6431,819410,34254.2,97.91
0.7,1,5,16,0,6616,820352,102529.1000000002,99.595
0.7,1,5,16,1,6592,818424,134098.16000000003,99.435
0.7,1,5,16,2,6576,819038,64373.5,99.205
0.7,1,5,16,3,6509,820400,39376.960000000014,98.385
0.7,1,5,16,4,6536,818670,59982.39999999938,98.795
0.7,1,5,16,5,6573,819254,81950.63999999987,99.515
0.7,1,5,16,6,6545,820450,72931.03999999889,98.84
0.7,1,5,16,7,6492,818872,55922.98000000002,98.27
0.7,1,5,16,8,6593,818858,249066.3999999999,99.175
0.7,1,5,16,9,6528,818976,62985.95999999963,98.66
0.7,1,5,32,0,6532,818418,45395.319999999905,98.995
0.7,1,5,32,1,6545,819080,43189.19999999999,99.015
0.7,1,5,32,2,6512,817774,65661.22000000029,98.51
0.7,1,5,32,3,6526,820674,68612.5,98.81
0.7,1,5,32,4,6557,818236,53586.15999999995,99.61
0.7,1,5,32,5,6593,819554,86320.55999999995,99.265
0.7,1,5,32,6,6539,818592,74252.07999999999,98.57
0.7,1,5,32,7,6522,818430,59804.779999999984,99.125
0.7,1,5,32,8,6499,820660,66004.03999999972,98.58
0.7,1,5,32,9,6540,817682,58994.71999999969,99.245
0.7,10,3,4,0,6593,818752,116059.43999999993,99.585
0.7,10,3,4,1,6524,819368,56908.5199999994,98.63
0.7,10,3,4,2,6429,820754,50804.24000000009,97.69
0.7,10,3,4,3,6525,818424,64979.44000000016,98.475
0.7,10,3,4,4,6557,819338,63139.59999999957,99.4
0.7,10,3,4,5,6575,819142,68736.24,99.36
0.7,10,3,4,6,6493,819948,82643.9999999998,98.595
0.7,10,3,4,7,6582,818094,62472.93999999983,99.255
0.7,10,3,4,8,6617,819464,178093.2,99.5
0.7,10,3,4,9,6568,818680,89885.31999999996,99.395
0.7,10,3,8,0,6431,820760,38480.79999999999,97.515
0.7,10,3,8,1,6586,818812,76273.49999999978,99.48
0.7,10,3,8,2,6462,819234,34751.24000000004,99.105
0.7,10,3,8,3,6570,819160,68697.87999999922,99.425
0.7,10,3,8,4,6573,818610,98497.19999999923,99.125
0.7,10,3,8,5,6572,818562,85680.65999999989,99.275
0.7,10,3,8,6,6612,820112,130468.92000000065,99.63
0.7,10,3,8,7,6593,819444,133631.67999999996,99.345
0.7,10,3,8,8,6552,819372,103471.67999999903,99.11
0.7,10,3,8,9,6543,818336,76262.51999999995,99.32
0.7,10,3,16,0,6573,818788,94875.359999999,99.375
0.7,10,3,16,1,6551,820134,110978.0,99.11
0.7,10,3,16,2,6565,818804,93919.67999999979,98.865
0.7,10,3,16,3,6563,819156,105447.96000000022,99.03
0.7,10,3,16,4,6568,819846,70251.21999999991,99.265
0.7,10,3,16,5,6574,820778,112140.69999999934,99.36
0.7,10,3,16,6,6556,820166,116174.9,98.84
0.7,10,3,16,7,6595,818746,90033.55999999978,99.575
0.7,10,3,16,8,6568,820354,90441.88,99.33
0.7,10,3,16,9,6562,819498,95476.14000000335,99.11
0.7,10,3,32,0,6588,818742,87981.24000000031,99.075
0.7,10,3,32,1,6529,820150,48658.4800000002,98.825
0.7,10,3,32,2,6570,818998,77190.89999999797,99.05
0.7,10,3,32,3,6556,818980,192206.39999999988,99.09
0.7,10,3,32,4,6532,819296,52894.819999999534,99.145
0.7,10,3,32,5,6595,818430,83802.51999999936,99.71
0.7,10,3,32,6,6605,818854,81260.32000000002,99.435
0.7,10,3,32,7,6578,819570,138548.3599999977,99.345
0.7,10,3,32,8,6559,820372,50440.16000000003,99.18
0.7,10,3,32,9,6546,817772,342200.0000000001,98.765
0.7,10,4,4,0,6535,818394,81061.71999999994,98.705
0.7,10,4,4,1,6491,818650,45210.00000000037,97.93
0.7,10,4,4,2,6574,819000,118069.51999999821,99.055
0.7,10,4,4,3,6546,818064,66705.40000000011,99.35
0.7,10,4,4,4,6552,818718,114050.25999999995,99.16
0.7,10,4,4,5,6522,818814,43128.399999999994,99.12
0.7,10,4,4,6,6581,819624,167721.99999999948,99.07
0.7,10,4,4,7,6605,819230,183819.68000000014,99.4
0.7,10,4,4,8,6525,818172,48798.96000000047,99.045
0.7,10,4,4,9,6568,817364,60343.45999999993,99.02
0.7,10,4,8,0,6598,819576,144108.37999999992,99.735
0.7,10,4,8,1,6544,819906,47352.759999999806,99.035
0.7,10,4,8,2,6571,820578,97838.20000000008,99.16
0.7,10,4,8,3,6520,817792,34581.099999999235,99.495
0.7,10,4,8,4,6577,818906,118408.79999999984,99.16
0.7,10,4,8,5,6569,819750,103977.9199999998,99.4
0.7,10,4,8,6,6543,819330,109219.4,98.755
0.7,10,4,8,7,6528,818398,50177.819999999505,98.745
0.7,10,4,8,8,6592,818686,208688.74000000054,99.335
0.7,10,4,8,9,6538,820614,42662.58000000004,98.89
0.7,10,4,16,0,6565,818620,56799.19999999898,99.07
0.7,10,4,16,1,6569,818878,88808.63999999981,99.275
0.7,10,4,16,2,6545,820628,133556.55999999994,98.635
0.7,10,4,16,3,6541,820066,64616.400000000416,99.31
0.7,10,4,16,4,6573,817688,86975.35999999993,99.24
0.7,10,4,16,5,6540,819530,95461.49999999994,99.005
0.7,10,4,16,6,6533,818672,59556.48000000058,99.26
0.7,10,4,16,7,6499,820106,49313.99999999981,98.305
0.7,10,4,16,8,6536,818214,66235.29999999999,99.595
0.7,10,4,16,9,6518,818184,56393.3799999999,99.235
0.7,10,4,32,0,6527,820528,43618.79999999958,98.385
0.7,10,4,32,1,6552,819996,72269.91999999991,98.865
0.7,10,4,32,2,6573,819188,76893.91999999969,99.715
0.7,10,4,32,3,6528,817716,50356.57999999985,99.76
0.7,10,4,32,4,6497,821288,37537.04,98.895
0.7,10,4,32,5,6539,820736,50850.95999999989,99.105
0.7,10,4,32,6,6596,819970,80756.8000000002,99.505
0.7,10,4,32,7,6604,818334,91222.26000000007,99.785
0.7,10,4,32,8,6579,820004,95654.60000000041,98.99
0.7,10,4,32,9,6577,818508,126290.07999999987,99.205
0.7,10,5,4,0,6521,820290,63984.80000000006,98.875
0.7,10,5,4,1,6599,820502,93655.99999999981,99.42
0.7,10,5,4,2,6544,819530,60439.19999999995,98.805
0.7,10,5,4,3,6502,819418,49777.69999999999,98.56
0.7,10,5,4,4,6562,819848,110455.16000000139,99.22
0.7,10,5,4,5,6566,818548,97017.00000000017,98.86
0.7,10,5,4,6,6591,820022,50038.40000000017,99.645
0.7,10,5,4,7,6584,818588,82342.7000000001,99.33
0.7,10,5,4,8,6572,818714,69402.51999999997,99.32
0.7,10,5,4,9,6538,819942,60978.62000000014,99.425
0.7,10,5,8,0,6598,818806,178680.18,99.825
0.7,10,5,8,1,6518,820750,52197.19999999995,98.55
0.7,10,5,8,2,6543,818724,48133.15999999993,99.155
