transition_proba,skip,n_functions,n_cores,run,total_work,max_endtime,latency,hit_ratio
0.5,1,4,32,5,6506,819076,52680.899999999965,98.93
0.5,1,4,32,6,6563,819808,71592.84000000011,99.585
0.5,1,4,32,7,6541,819532,61409.60000000009,98.915
0.5,1,4,32,8,6583,819582,67121.12000000032,99.425
0.5,1,4,32,9,6538,819884,113838.96000000006,99.4
0.5,1,5,4,0,6564,817980,155801.09999999986,99.2
0.5,1,5,4,1,6582,819344,95067.93999999978,99.63
0.5,1,5,4,2,6527,819026,56963.9199999998,98.86
0.5,1,5,4,3,6594,818862,113604.25999999973,99.63
0.5,1,5,4,4,6536,819588,77288.49999999983,99.0
0.5,1,5,4,5,6591,819976,136138.40000000058,99.27
0.5,1,5,4,6,6571,818858,113641.00000000074,99.305
0.5,1,5,4,7,6597,818942,129970.8799999998,99.46
0.5,1,5,4,8,6555,817972,70316.68000000008,98.775
0.5,1,5,4,9,6577,819326,101744.07999999964,99.495
0.5,1,5,8,0,6582,818198,64180.77999999985,99.655
0.5,1,5,8,1,6557,818812,54712.23999999978,99.895
0.5,1,5,8,2,6553,819316,79469.99999999916,98.92
0.5,1,5,8,3,6557,818716,73793.51999999996,98.795
0.5,1,5,8,4,6584,819520,101658.86000000018,98.985
0.5,1,5,8,5,6539,817630,59616.479999999996,99.1
0.5,1,5,8,6,6520,819292,61289.05999999978,98.44
0.5,1,5,8,7,6569,819204,97106.31999999988,99.45
0.5,1,5,8,8,6571,818682,78930.60000000012,99.625
0.5,1,5,8,9,6543,820434,54557.59999999995,98.73
0.5,1,5,16,0,6556,818868,125675.49999999996,99.105
0.5,1,5,16,1,6549,819112,112414.87999999781,98.98
0.5,1,5,16,2,6540,818778,72097.07999999986,98.71
0.5,1,5,16,3,6586,818262,97168.49999999769,99.405
0.5,1,5,16,4,6590,818546,140160.18,99.41
0.5,1,5,16,5,6585,818566,93183.83999999982,99.435
0.5,1,5,16,6,6549,818790,91511.19999999984,98.74
0.5,1,5,16,7,6548,819266,57227.47999999987,98.835
0.5,1,5,16,8,6603,820094,112529.23999999985,99.59
0.5,1,5,16,9,6529,819952,84964.56000000026,98.565
0.5,1,5,32,0,6583,818792,102107.40000000033,99.31
0.5,1,5,32,1,6595,819182,72317.47999999992,99.75
0.5,1,5,32,2,6582,820190,91423.67999999973,99.335
0.5,1,5,32,3,6569,818808,115625.03999999995,99.45
0.5,1,5,32,4,6564,819470,71759.93999999987,99.07
0.5,1,5,32,5,6578,820966,71956.0399999954,99.21
0.5,1,5,32,6,6477,818020,44566.79999999998,99.19
0.5,1,5,32,7,6561,819198,75846.7999999999,99.265
0.5,1,5,32,8,6549,819314,64081.19999999983,99.04
0.5,1,5,32,9,6549,819398,78950.47999999963,98.92
0.5,10,3,4,0,6568,819562,73710.69999999998,99.06
0.5,10,3,4,1,6556,818914,79298.0999999999,99.22
0.5,10,3,4,2,6545,817634,42554.07999999986,99.39
0.5,10,3,4,3,6557,818658,89230.39999999967,98.77
0.5,10,3,4,4,6558,819284,73126.70000000043,99.37
0.5,10,3,4,5,6505,820306,65860.56000000003,98.465
0.5,10,3,4,6,6542,818932,55503.620000000075,99.22
0.5,10,3,4,7,6566,819122,103614.30000000128,99.37
0.5,10,3,4,8,6473,819582,69297.67999999985,98.37
0.5,10,3,4,9,6524,819748,50268.0199999998,98.95
0.5,10,3,8,0,6569,819410,70661.43999999986,99.22
0.5,10,3,8,1,6581,819634,155005.59999999983,99.24
0.5,10,3,8,2,6560,819398,84343.99999999965,99.195
0.5,10,3,8,3,6594,818266,176832.41999999486,99.28
0.5,10,3,8,4,6569,819724,70946.31999999985,99.135
0.5,10,3,8,5,6427,818512,37649.599999999926,97.935
0.5,10,3,8,6,6583,818424,69739.04000000123,99.27
0.5,10,3,8,7,6569,820336,75046.79999999974,99.1
0.5,10,3,8,8,6567,818938,68618.92000000001,99.075
0.5,10,3,8,9,6606,819812,150743.89999999796,99.515
0.5,10,3,16,0,6486,818428,68954.39999999989,98.405
0.5,10,3,16,1,6564,818116,108684.63999999996,99.415
0.5,10,3,16,2,6538,818914,60152.520000000004,99.255
0.5,10,3,16,3,6548,818050,98936.77999999706,99.46
0.5,10,3,16,4,6590,820290,141261.99999999796,99.23
0.5,10,3,16,5,6571,820086,69977.00000000032,99.18
0.5,10,3,16,6,6527,819510,70966.71999999993,98.515
0.5,10,3,16,7,6582,817688,59677.37999999964,99.505
0.5,10,3,16,8,6511,818558,65412.79999999999,98.125
0.5,10,3,16,9,6593,819852,100248.95999999999,99.46
0.5,10,3,32,0,6550,820606,68700.72000000015,99.215
0.5,10,3,32,1,6541,818978,92956.00000000023,98.79
0.5,10,3,32,2,6597,819458,200287.03999999998,99.715
0.5,10,3,32,3,6554,821110,161902.44000000018,98.775
0.5,10,3,32,4,6505,819494,39861.600000000006,99.07
0.5,10,3,32,5,6571,818766,90654.60000000003,99.9
0.5,10,3,32,6,6533,820298,57240.48000000004,98.725
0.5,10,3,32,7,6590,818936,85253.65999999983,99.545
0.5,10,3,32,8,6578,820178,77809.1799999997,99.21
0.5,10,3,32,9,6591,819196,90684.6000000015,99.875
0.5,10,4,4,0,6539,820812,51759.319999999934,98.825
0.5,10,4,4,1,6539,818158,57986.799999999945,99.17
0.5,10,4,4,2,6555,818718,68791.84000000014,98.915
0.5,10,4,4,3,6533,819680,40171.2000000001,99.495
0.5,10,4,4,4,6478,819628,57871.65999999736,98.24
0.5,10,4,4,5,6457,820106,39852.95999999996,98.175
0.5,10,4,4,6,6545,819604,67765.43999999986,99.62
0.5,10,4,4,7,6557,817812,78104.39999999898,98.925
0.5,10,4,4,8,6535,817758,122619.15999999996,98.465
0.5,10,4,4,9,6552,818578,72813.33999999975,99.0
0.5,10,4,8,0,6574,819032,82124.09999999942,99.36
0.5,10,4,8,1,6538,818904,52188.36000000009,99.49
0.5,10,4,8,2,6614,818678,111859.499999999,99.63
0.5,10,4,8,3,6509,818920,56823.600000000006,98.34
0.5,10,4,8,4,6440,819956,39629.319999999934,97.585
0.5,10,4,8,5,6587,818628,74709.6400000006,99.5
0.5,10,4,8,6,6503,819104,72118.91999999985,98.24
0.5,10,4,8,7,6587,819206,180150.5200000006,99.46
0.5,10,4,8,8,6607,819098,113573.75999999912,99.44
0.5,10,4,8,9,6530,818758,41346.04000000001,98.52
0.5,10,4,16,0,6575,818094,74843.9200000001,99.505
0.5,10,4,16,1,6558,818812,61820.92000000036,99.545
0.5,10,4,16,2,6603,818772,158266.71999999936,99.81
0.5,10,4,16,3,6591,820544,110285.40000000046,99.155
0.5,10,4,16,4,6534,819176,60873.80000000007,99.42
0.5,10,4,16,5,6495,819316,45750.359999999695,98.565
0.5,10,4,16,6,6579,818864,94749.20000000254,99.68
0.5,10,4,16,7,6581,819462,103870.39999999995,99.655
0.5,10,4,16,8,6533,819312,54296.24000000024,98.845
0.5,10,4,16,9,6471,818556,29356.80000000004,98.895
0.5,10,4,32,0,6576,818192,76661.0,99.405
0.5,10,4,32,1,6567,818346,69393.68000000005,99.595
0.5,10,4,32,2,6519,819668,94842.87999999968,98.645
0.5,10,4,32,3,6499,819576,68126.75999999985,98.165
0.5,10,4,32,4,6527,820220,68999.2399999999,98.745
0.5,10,4,32,5,6540,818726,57205.479999999785,98.955
0.5,10,4,32,6,6572,820366,57018.99999999996,99.34
0.5,10,4,32,7,6592,819932,101981.9600000001,99.835
0.5,10,4,32,8,6600,818988,77783.38000000021,99.83
0.5,10,4,32,9,6570,819842,64337.39999999942,99.06
0.5,10,5,4,0,6589,819298,86884.07999999999,99.365
0.5,10,5,4,1,6533,817856,50003.76000000008,98.69
0.5,10,5,4,2,6564,819222,89909.1,99.425
0.5,10,5,4,3,6562,819728,158393.24000000043,99.04
0.5,10,5,4,4,6494,818154,48907.03999999986,98.48
0.5,10,5,4,5,6576,818412,91558.5,99.565
0.5,10,5,4,6,6550,819090,104954.68000000103,99.045
0.5,10,5,4,7,6555,818926,50863.080000000016,99.32
0.5,10,5,4,8,6546,819372,58313.90000000002,98.885
0.5,10,5,4,9,6543,820004,45435.799999999945,99.005
0.5,10,5,8,0,6546,818486,55379.80000000006,99.095
0.5,10,5,8,1,6522,819468,128481.63999999993,99.075
0.5,10,5,8,2,6573,817898,79670.63999999978,99.16
0.5,10,5,8,3,6620,818036,163655.0599999998,99.63
0.5,10,5,8,4,6539,818384,71498.11999999997,98.7
0.5,10,5,8,5,6564,819522,97815.32,99.355
0.5,10,5,8,6,6538,821202,90524.50000000003,98.65
0.5,10,5,8,7,6553,818950,65606.63999999971,98.76
0.5,10,5,8,8,6545,818414,74205.03999999985,98.885
0.5,10,5,8,9,6586,819250,70591.89999999969,99.275
0.5,10,5,16,0,6490,820312,37760.21999999993,97.875
0.5,10,5,16,1,6525,819114,43698.88000000018,99.33
0.5,10,5,16,2,6590,819662,82352.25999999988,99.66
0.5,10,5,16,3,6554,820536,69180.48000000024,99.025
0.5,10,5,16,4,6575,819994,72744.28000000006,99.4
0.5,10,5,16,5,6573,818010,115910.79999999967,99.045
0.5,10,5,16,6,6480,820228,35742.78,98.51
0.5,10,5,16,7,6571,818174,81060.8000000001,99.04
0.5,10,5,16,8,6579,819238,71627.04000000008,99.74
0.5,10,5,16,9,6566,820446,93092.30000000034,99.115
0.5,10,5,32,0,6533,819002,43244.88000000021,98.415
0.5,10,5,32,1,6574,818252,137234.71999999927,99.425
0.5,10,5,32,2,6604,819212,103427.66000000098,99.46
0.5,10,5,32,3,6517,818290,46148.160000000076,99.41
0.5,10,5,32,4,6484,818324,50631.64000000001,98.675
0.5,10,5,32,5,6556,820790,78704.19999999987,99.235
0.5,10,5,32,6,6502,819632,36654.61999999992,98.12
0.5,10,5,32,7,6569,819574,101579.43999999946,99.43
0.5,10,5,32,8,6547,819464,77303.35999999986,98.985
0.5,10,5,32,9,6524,819566,50352.35999999987,98.7
0.5,50,3,4,0,6606,819630,105702.49999999999,99.61
0.5,50,3,4,1,6575,818344,88420.7600000001,99.865
0.5,50,3,4,2,6498,820692,65297.13999999984,98.27
0.5,50,3,4,3,6564,818454,51692.89999999998,99.34
0.5,50,3,4,4,6587,819500,89282.44000000117,99.445
0.5,50,3,4,5,6554,818130,50491.14000000027,99.34
0.5,50,3,4,6,6589,817966,147481.03999999992,99.36
0.5,50,3,4,7,6571,819116,79741.60000000245,99.14
0.5,50,3,4,8,6570,819230,67449.77999999927,99.09
0.5,50,3,4,9,6594,819386,102517.91999999987,99.77
0.5,50,3,8,0,6513,818804,73404.00000000012,98.25
0.5,50,3,8,1,6526,820278,58292.5,98.65
0.5,50,3,8,2,6546,819340,70004.00000000026,98.56
0.5,50,3,8,3,6509,821078,50758.16000000005,98.36
0.5,50,3,8,4,6577,818258,87320.23999999996,99.15
0.5,50,3,8,5,6552,818596,103792.85999999978,99.205
0.5,50,3,8,6,6591,819312,60975.00000000002,99.67
0.5,50,3,8,7,6522,820110,64857.21999999997,98.665
0.5,50,3,8,8,6534,818294,71809.34,98.595
0.5,50,3,8,9,6557,820026,116296.15999999995,99.03
0.5,50,3,16,0,6594,819588,157484.5799999993,99.445
0.5,50,3,16,1,6539,819134,73630.79999999996,98.975
0.5,50,3,16,2,6552,818664,64529.93999999989,98.75
0.5,50,3,16,3,6557,819452,121768.39999999985,98.85
0.5,50,3,16,4,6489,820346,74105.03999999995,97.88
0.5,50,3,16,5,6555,819390,86835.64000000001,99.08
0.5,50,3,16,6,6594,819502,103746.01999999997,99.68
0.5,50,3,16,7,6498,818256,37749.079999999994,98.635
0.5,50,3,16,8,6547,817514,61624.999999999985,99.625
0.5,50,3,16,9,6532,818244,61208.45999999938,99.24
0.5,50,3,32,0,6554,819046,143000.0000000006,99.045
0.5,50,3,32,1,6526,820456,49788.5,98.78
0.5,50,3,32,2,6568,818302,122697.13999999996,98.955
0.5,50,3,32,3,6596,819028,104593.00000000006,99.41
0.5,50,3,32,4,6541,818814,68217.60000000095,98.61
0.5,50,3,32,5,6537,817992,48175.280000000115,99.355
0.5,50,3,32,6,6511,820652,62278.39999999988,98.165
0.5,50,3,32,7,6580,819446,98594.70000000001,99.5
0.5,50,3,32,8,6591,818706,172134.00000000076,99.335
0.5,50,3,32,9,6443,819862,37771.28,97.485
0.5,50,4,4,0,6587,819100,92935.9200000022,99.455
0.5,50,4,4,1,6585,819358,139731.3599999992,99.15
0.5,50,4,4,2,6567,819126,70702.04000000158,99.155
0.5,50,4,4,3,6553,818942,104114.95999999963,99.61
0.5,50,4,4,4,6509,818226,55948.48000000005,98.88
0.5,50,4,4,5,6556,820060,82599.09999999986,98.915
0.5,50,4,4,6,6525,819436,86974.16000000258,98.33
0.5,50,4,4,7,6573,819198,133535.03999999916,99.615
0.5,50,4,4,8,6504,818688,58420.82000000018,98.55
0.5,50,4,4,9,6596,819272,148466.50000000309,99.655
0.5,50,4,8,0,6460,818202,38803.65999999995,97.87
0.5,50,4,8,1,6472,818192,37073.69999999997,99.03
0.5,50,4,8,2,6610,818512,69163.35999999993,99.73
0.5,50,4,8,3,6505,819434,44178.48,98.69
0.5,50,4,8,4,6500,818572,67036.8800000005,98.355
0.5,50,4,8,5,6557,820804,69839.67999999982,98.635
0.5,50,4,8,6,6560,819742,90552.01999999952,99.26
0.5,50,4,8,7,6616,818446,91260.50000000032,99.735
0.5,50,4,8,8,6592,818894,127919.36000000013,99.71
0.5,50,4,8,9,6577,819854,99945.35999999997,99.025
0.5,50,4,16,0,6574,819484,98936.85999999933,99.13
0.5,50,4,16,1,6559,819204,98576.08000000007,99.135
0.5,50,4,16,2,6569,819040,66661.11999999992,98.955
0.5,50,4,16,3,6495,818318,41223.63999999985,98.99
0.5,50,4,16,4,6548,819978,50339.279999999904,98.535
0.5,50,4,16,5,6591,819946,139832.00000000052,99.225
0.5,50,4,16,6,6571,818296,60528.60000000007,99.48
0.5,50,4,16,7,6599,820228,75986.07999999971,99.605
0.5,50,4,16,8,6605,817656,135474.32000000004,99.59
0.5,50,4,16,9,6552,818960,193121.7599999995,99.055
0.5,50,4,32,0,6549,818710,133721.359999999,98.995
0.5,50,4,32,1,6503,819240,41217.759999999864,98.075
0.5,50,4,32,2,6496,818702,39911.100000000035,98.07
0.5,50,4,32,3,6511,820324,66874.19999999975,98.13
0.5,50,4,32,4,6512,819014,66182.62000000037,98.58
0.5,50,4,32,5,6580,819186,83441.46,99.06
0.5,50,4,32,6,6551,819180,95150.0,99.06
0.5,50,4,32,7,6569,817894,113153.51999999952,99.39
0.5,50,4,32,8,6502,818698,47203.21999999985,98.58
0.5,50,4,32,9,6487,818482,64767.320000000145,97.945
0.5,50,5,4,0,6539,817790,71784.51999999996,98.905
0.5,50,5,4,1,6522,818852,64580.05999999998,99.05
0.5,50,5,4,2,6588,818626,73419.86000000016,99.84
0.5,50,5,4,3,6552,818340,78818.83999999985,99.64
0.5,50,5,4,4,6555,819096,56655.4,99.68
0.5,50,5,4,5,6468,819564,45757.499999999796,97.895
0.5,50,5,4,6,6577,817638,70109.35999999999,99.28
0.5,50,5,4,7,6580,818896,100894.78000000004,99.59
0.5,50,5,4,8,6589,818886,113064.7999999998,99.46
0.5,50,5,4,9,6551,818862,65369.0,99.45
0.5,50,5,8,0,6544,821004,64785.879999999685,99.09
0.5,50,5,8,1,6524,819098,52927.63999999975,98.54
0.5,50,5,8,2,6517,818678,50957.84000000012,99.025
0.5,50,5,8,3,6578,818570,81754.4199999999,99.795
0.5,50,5,8,4,6598,818680,136368.6999999997,99.465
0.5,50,5,8,5,6549,819652,66190.71999999968,99.215
0.5,50,5,8,6,6531,819000,70267.59999999998,98.92
0.5,50,5,8,7,6556,819068,237703.79999999987,99.265
0.5,50,5,8,8,6522,818328,65539.39999999998,99.425
0.5,50,5,8,9,6577,819924,66446.79999999989,99.055
0.5,50,5,16,0,6539,820136,65224.319999999934,99.01
0.5,50,5,16,1,6516,818942,66063.80000000018,99.055
0.5,50,5,16,2,6572,818330,121558.37999999993,99.415
0.5,50,5,16,3,6592,818862,108019.10000000038,99.78
0.5,50,5,16,4,6569,818626,64118.319999999876,99.485
